S.No.,Hospital Name,A+,A-,B+,B-,O+,O-,AB+,AB-,Total Units,Last Updated Date
1011,"M/s Blood Bank, Bramhanand Narayan Multi Speciality Hospital",0,0,0,0,0,0,0,0,0,27-05-2024 07:32
1012,Samford Hospital Pvt Ltd,0,0,1,0,0,0,0,0,1,27-05-2024 07:47
1013,"Health Point Hospital, Blood Centre",1,0,3,1,9,1,0,0,15,27-05-2024 08:09
1014,"Health Point Hospital, Blood Centre",1,0,3,1,9,1,0,0,15,27-05-2024 08:10
1015,Paras Hospital HEC,0,0,0,0,1,0,0,0,1,27-05-2024 08:57
1016,Paras Hospital HEC,0,0,0,0,1,0,0,0,1,27-05-2024 08:57
1017,Blood Bank Dhanbad,3,2,7,1,20,2,0,0,35,27-05-2024 09:46
1018,"Blood Bank, Sadar Hospital, Giridih",0,0,1,1,0,0,0,0,2,27-05-2024 09:59
1019,"Blood Bank, Sadar Hospital, Giridih",0,0,1,1,0,0,0,0,2,27-05-2024 09:59
1020,"Blood Bank, Sadar Hospital,Deoghar",0,0,3,0,9,0,0,0,12,22-05-2024 10:54
1021,Bokaro General Hospital,22,0,31,2,20,3,11,0,89,22-05-2024 10:55
1022,Samford Hospital Pvt Ltd,0,0,1,0,0,0,0,0,1,23-05-2024 08:11
1023,Samford Hospital Pvt Ltd,0,0,1,0,0,0,0,0,1,23-05-2024 08:11
1024,Samford Hospital Pvt Ltd,0,0,1,0,0,0,0,0,1,23-05-2024 08:11
1025,"Health Point Hospital, Blood Centre",2,0,7,1,10,0,0,0,20,23-05-2024 08:17
1026,"Blood Bank, Shanti Bhawan Medical Centre Simdega",0,0,2,0,1,0,0,0,3,23-05-2024 08:53
1027,"Blood Bank, Sadar Hospital, Palamu",27,0,76,0,37,0,51,0,191,23-05-2024 09:29
1028,Lake View Hospital Blood Centre,1,0,2,0,0,0,0,0,3,25-05-2024 01:13
1029,"Blood Bank, K.M.Memorial Hospital Research Centre, BOKARO",5,0,4,1,20,0,5,1,36,26-05-2024 05:34
1030,"Blood Bank, Sadar Hospital, Palamu",30,1,65,0,47,0,42,0,185,26-05-2024 09:59
1031,"Gurunanak Hospital & Research Centre Blood Bank Unit, RANCHI",10,0,78,0,29,0,6,0,123,27-05-2024 03:29
1032,"Blood Bank Maa Rampyari superspeciality Hospital,RANCHI",1,0,17,0,1,0,0,0,19,27-05-2024 08:05
1033,SINGHPUR NURSING HOME BLOOD CENTRE,0,0,1,0,3,0,0,0,4,27-05-2024 10:44
1034,"Blood Bank, Sadar Hospital,Deoghar",3,1,5,2,2,0,1,0,14,27-05-2024 11:57
1035,"M/s Blood Bank, Bramhanand Narayan Multi Speciality Hospital",0,0,0,0,0,0,0,0,0,28-05-2024 06:52
1036,"M/s Blood Bank, Bramhanand Narayan Multi Speciality Hospital",0,0,0,0,0,0,0,0,0,28-05-2024 06:52
1037,"M/s Blood Bank, Bramhanand Narayan Multi Speciality Hospital",0,0,0,0,0,0,0,0,0,28-05-2024 06:52
1038,"M/s Blood Bank, Bramhanand Narayan Multi Speciality Hospital",0,0,0,0,0,0,0,0,0,28-05-2024 06:53
1039,"Health Point Hospital, Blood Centre",1,0,4,1,10,1,0,0,17,28-05-2024 06:54
1040,Samford Hospital Pvt Ltd,0,0,1,0,0,0,0,0,1,28-05-2024 07:08
1041,Samford Hospital Pvt Ltd,0,0,1,0,0,0,0,0,1,28-05-2024 07:09
1042,Rinchi Trust Hospital Blood Bank,32,0,36,0,25,0,2,0,95,28-05-2024 07:38
1043,"Blood Bank Maa Rampyari superspeciality Hospital,RANCHI",0,0,8,0,1,0,1,0,10,28-05-2024 08:36
1044,"M/S Vikash Sheel Seva Sansthan, Godda Hospital Pvt. Ltd",0,0,8,0,1,0,0,0,9,28-05-2024 09:29
1045,Blood Bank Dhanbad,5,3,5,0,17,2,2,0,34,28-05-2024 09:54
1046,"Blood Bank, Sadar Hospital, Giridih",0,0,1,1,0,0,0,0,2,28-05-2024 09:58
1047,"Blood Bank, Sadar Hospital, Giridih",0,0,1,1,0,0,0,0,2,28-05-2024 09:58
1048,"Blood Bank, K.M.Memorial Hospital Research Centre, BOKARO",4,0,6,1,22,0,5,0,38,28-05-2024 09:58
1049,"Blood Bank, Sadar Hospital, Ramgarh",5,0,19,0,7,0,0,0,31,28-05-2024 10:20
1050,JAMSHEDPUR BLOOD BANK,0,0,0,0,0,0,0,0,0,28-05-2024 10:35
1051,JAMSHEDPUR BLOOD BANK,0,0,0,0,0,0,0,0,0,28-05-2024 10:35
1052,"Blood Bank, Rajendra Institute of Medical Sciences,RANCHI",0,0,0,0,0,0,0,0,0,28-05-2024 10:37
1053,"Asian Dwarkadas Jalan Super Speciality Hospital,DHANBAD",10,0,14,0,5,0,2,0,31,28-05-2024 13:41
1054,"Blood Bank, Sadar Hospital, Saraikela",15,1,22,0,19,0,4,0,61,28-05-2024 15:38
1055,"Blood Bank, Sadar Hospital, Saraikela",15,1,22,0,19,0,4,0,61,28-05-2024 15:38
1056,"Gurunanak Hospital & Research Centre Blood Bank Unit, RANCHI",12,0,74,0,35,0,4,0,125,29-05-2024 00:22
1057,"Gurunanak Hospital & Research Centre Blood Bank Unit, RANCHI",12,0,74,0,35,0,4,0,125,29-05-2024 00:22
1058,"Blood Bank, K.M.Memorial Hospital Research Centre, BOKARO",6,0,7,1,19,0,3,0,36,29-05-2024 06:35
1059,Samford Hospital Pvt Ltd,0,0,1,0,0,0,0,0,1,29-05-2024 08:12
1060,Samford Hospital Pvt Ltd,0,0,1,0,0,0,0,0,1,29-05-2024 08:12
1061,Samford Hospital Pvt Ltd,0,0,1,0,0,0,0,0,1,29-05-2024 08:12
1062,"Blood Bank, Bhagwan Mahabir Medica Superspecialty Hospital,RANCHI",0,0,0,0,1,0,0,0,1,23-05-2024 11:09
1063,"Blood Bank, Medanta Hospital, RANCHI",0,0,2,0,0,0,0,0,2,23-05-2024 11:42
1064,"Blood Bank, Medanta Hospital, RANCHI",0,0,2,0,0,0,0,0,2,23-05-2024 11:42
1065,"Blood Bank, Medanta Hospital, RANCHI",0,0,2,0,0,0,0,0,2,23-05-2024 11:42
1066,"Blood Bank, Sadar Hospital, Ramgarh",3,0,19,0,9,0,6,0,37,23-05-2024 11:54
1067,Paras Hospital HEC,0,0,1,0,1,0,0,0,2,24-05-2024 08:37
1068,"Blood Bank, Shanti Bhawan Medical Centre Simdega",0,0,2,0,1,0,0,0,3,24-05-2024 08:57
1069,Lake View Hospital Blood Centre,0,0,1,0,1,0,0,0,2,24-05-2024 08:57
1070,Lake View Hospital Blood Centre,0,0,1,0,1,0,0,0,2,24-05-2024 08:57
1071,"Blood Bank, Shanti Bhawan Medical Centre Simdega",0,0,2,0,1,0,0,0,3,24-05-2024 08:57
1072,"Blood Bank, Sadar Hospital, Giridih",1,0,1,1,3,0,0,0,6,24-05-2024 09:51
1073,"Blood Bank, Sadar Hospital, Giridih",1,0,1,1,3,0,0,0,6,24-05-2024 09:51
1074,"Blood Bank, Sadar Hospital, Jamtara",1,0,0,0,1,0,0,1,3,24-05-2024 10:13
1075,Bokaro General Hospital,23,0,27,2,20,3,11,0,86,24-05-2024 10:24
1076,SINGHPUR NURSING HOME BLOOD CENTRE,1,0,3,0,2,0,0,0,6,24-05-2024 12:01
1077,Rinchi Trust Hospital Blood Bank,24,0,50,0,15,1,2,0,92,24-05-2024 12:17
1078,"M/s Blood Bank, Bramhanand Narayan Multi Speciality Hospital",0,0,0,0,0,0,0,0,0,25-05-2024 06:20
1079,"M/s Blood Centre HZB, Arogyam Multi Speciality Hospital",0,0,0,0,4,0,0,0,4,25-05-2024 08:35
1080,"M/s Blood Centre HZB, Arogyam Multi Speciality Hospital",0,0,0,0,4,0,0,0,4,25-05-2024 08:35
1081,"Blood Bank, Sadar Hospital, Palamu",29,0,65,0,44,0,48,0,186,25-05-2024 09:59
1082,"Blood Bank, Sadar Hospital, Palamu",29,0,65,0,44,0,48,0,186,25-05-2024 09:59
1083,"Blood Bank, Sadar Hospital, Giridih",0,0,1,1,0,0,0,0,2,25-05-2024 09:59
1084,"Blood Bank, Sadar Hospital, Giridih",0,0,1,1,0,0,0,0,2,25-05-2024 10:00
1085,"Blood Bank, Sadar Hospital, Ramgarh",1,0,17,0,7,0,5,0,30,25-05-2024 10:34
1086,"Blood Bank, Medanta Hospital, RANCHI",5,0,2,0,2,0,1,0,10,25-05-2024 13:51
1087,"Blood Bank, Medanta Hospital, RANCHI",5,0,2,0,2,0,1,0,10,25-05-2024 13:51
1088,"Blood Bank, Medanta Hospital, RANCHI",5,0,2,0,2,0,1,0,10,25-05-2024 13:51
1089,"M/s Blood Bank, Bramhanand Narayan Multi Speciality Hospital",0,0,0,0,0,0,0,0,0,26-05-2024 05:50
1090,"Blood Bank, Shanti Bhawan Medical Centre Simdega",0,0,2,0,1,0,0,0,3,26-05-2024 08:21
1091,Paras Hospital HEC,0,0,,0,1,0,0,0,1,26-05-2024 08:41
1092,"Asian Dwarkadas Jalan Super Speciality Hospital,DHANBAD",5,0,15,0,11,0,1,0,32,26-05-2024 10:25
1093,Blood Bank Dhanbad,3,2,6,1,18,2,1,1,34,26-05-2024 11:25
1094,Om Sai Blood Centre,1,0,5,0,7,0,0,0,13,26-05-2024 11:42
1095,"Blood Bank, Sadar Hospital, Jamtara",1,0,1,0,2,0,0,1,5,26-05-2024 11:51
1096,"Nagarmal Modi Seva Sadan Hospital, Blood Bank",1,1,1,2,2,0,2,1,10,26-05-2024 19:13
1097,"M/s Blood Centre HZB, Arogyam Multi Speciality Hospital",0,0,0,0,2,0,0,0,2,27-05-2024 07:27
1098,Rinchi Trust Hospital Blood Bank,26,0,34,0,17,1,13,0,91,27-05-2024 08:04
1099,"M/S Vikash Sheel Seva Sansthan, Godda Hospital Pvt. Ltd",0,0,9,0,0,0,2,0,11,27-05-2024 08:29
1100,"Blood Bank, Medanta Hospital, RANCHI",5,0,2,0,5,0,1,0,13,27-05-2024 09:20
1101,Asarfi Blood Centre,1,0,0,0,3,0,0,0,4,27-05-2024 09:33
1102,"Blood Bank, Bhagwan Mahabir Medica Superspecialty Hospital,RANCHI",0,0,1,0,1,0,0,0,2,27-05-2024 10:04
1103,"Blood Bank, Bhagwan Mahabir Medica Superspecialty Hospital,RANCHI",0,0,1,0,1,0,0,0,2,27-05-2024 10:04
1104,"Blood Bank, C.C.L. RANCHI",2,0,4,0,6,0,0,0,12,27-05-2024 10:06
1105,Paras Hospital HEC,0,0,1,0,1,0,0,0,2,24-05-2024 08:33
1106,"Nagarmal Modi Seva Sadan Hospital, Blood Bank",0,1,0,2,3,0,2,1,9,24-05-2024 10:25
1107,"Nagarmal Modi Seva Sadan Hospital, Blood Bank",0,1,0,2,3,0,2,1,9,24-05-2024 10:25
1108,"Nagarmal Modi Seva Sadan Hospital, Blood Bank",1,1,1,2,2,0,2,1,10,24-05-2024 10:26
1109,"Nagarmal Modi Seva Sadan Hospital, Blood Bank",1,1,1,2,2,0,2,1,10,24-05-2024 10:26
1110,JAMSHEDPUR BLOOD BANK,0,0,0,0,0,0,0,0,0,25-05-2024 13:26
1111,"Health Point Hospital, Blood Centre",2,0,4,1,10,1,0,0,18,26-05-2024 08:55
1112,"Blood Bank, Sadar Hospital, Palamu",31,0,67,1,44,1,41,0,185,27-05-2024 10:01
1113,"Asian Dwarkadas Jalan Super Speciality Hospital,DHANBAD",7,0,15,0,4,0,1,0,27,27-05-2024 10:07
1114,"Blood Bank, Sadar Hospital, Ramgarh",5,0,17,0,10,0,3,0,35,27-05-2024 10:27
1115,"Blood Bank, Rajendra Institute of Medical Sciences,RANCHI",0,0,0,0,0,0,0,0,0,27-05-2024 10:29
1116,"M/s Blood Centre HZB, Arogyam Multi Speciality Hospital",10,0,5,1,25,1,1,0,43,28-05-2024 07:56
1117,Paras Hospital HEC,0,0,0,0,0,0,0,0,0,28-05-2024 08:32
1118,"Blood Bank, Shanti Bhawan Medical Centre Simdega",0,0,2,0,1,0,0,0,3,28-05-2024 08:49
1119,"Blood Bank, Sadar Hospital, Palamu",34,0,59,0,51,0,38,0,182,28-05-2024 09:31
1120,"Blood Bank, C.C.L. RANCHI",2,0,4,0,6,0,0,0,12,28-05-2024 09:43
1121,Asarfi Blood Centre,1,0,1,0,4,0,0,0,6,28-05-2024 09:50
1122,"Blood Bank, Medanta Hospital, RANCHI",6,0,2,0,5,0,1,0,14,28-05-2024 09:57
1123,"Blood Bank, Medanta Hospital, RANCHI",6,0,2,0,5,0,1,0,14,28-05-2024 09:57
1124,"Blood Bank, Rajendra Institute of Medical Sciences,RANCHI",0,0,0,0,0,0,0,0,0,28-05-2024 10:44
1125,"Blood Bank, Bhagwan Mahabir Medica Superspecialty Hospital,RANCHI",0,0,1,0,1,0,0,0,2,28-05-2024 10:53
1126,"CENTRAL HOSPITAL,DHANBAD",14,1,25,1,25,0,8,0,74,28-05-2024 11:21
1127,"Blood Bank, Sadar Hospital,Deoghar",2,0,2,3,1,1,2,0,11,28-05-2024 11:40
1128,"Blood Bank, Sadar Hospital, Dumka",5,5,53,4,75,5,19,0,166,28-05-2024 13:48
1129,SINGHPUR NURSING HOME BLOOD CENTRE,0,0,5,0,3,0,0,0,8,28-05-2024 18:13
1130,"Blood Bank Maa Rampyari superspeciality Hospital,RANCHI",0,0,5,0,0,0,1,0,6,29-05-2024 07:38
1131,"Blood Bank Maa Rampyari superspeciality Hospital,RANCHI",0,0,5,0,0,0,1,0,6,29-05-2024 07:39
1132,Blood Bank Raj Hospital Ranchi,2,0,15,0,0,0,0,0,17,29-05-2024 07:41
1133,"Health Point Hospital, Blood Centre",3,0,5,1,9,1,0,0,19,29-05-2024 08:11
1134,"Blood Bank, Shanti Bhawan Medical Centre Simdega",0,0,2,0,1,0,0,0,3,29-05-2024 09:05
1135,"M/S Vikash Sheel Seva Sansthan, Godda Hospital Pvt. Ltd",4,0,7,0,4,0,1,0,16,29-05-2024 09:32
1136,"Nagarmal Modi Seva Sadan Hospital, Blood Bank",2,0,1,1,0,1,0,1,6,29-05-2024 09:38
1137,"Nagarmal Modi Seva Sadan Hospital, Blood Bank",5,0,8,1,5,1,0,1,21,29-05-2024 09:39
1138,Rinchi Trust Hospital Blood Bank,23,0,39,0,28,0,2,0,92,29-05-2024 09:39
1139,"Nagarmal Modi Seva Sadan Hospital, Blood Bank",5,0,8,1,5,1,0,1,21,29-05-2024 09:39
1140,"Nagarmal Modi Seva Sadan Hospital, Blood Bank",5,0,8,1,5,1,0,1,21,29-05-2024 09:40
1141,"Nagarmal Modi Seva Sadan Hospital, Blood Bank",5,0,8,1,5,1,0,1,21,29-05-2024 09:40
1142,Paras Hospital HEC,0,0,1,0,0,0,0,0,1,29-05-2024 09:46
1143,Paras Hospital HEC,0,0,1,0,0,0,0,0,1,29-05-2024 09:46
1144,Blood Bank Dhanbad,0,4,6,0,19,0,3,0,32,29-05-2024 10:15
1145,"Blood Bank, C.C.L. RANCHI",3,0,5,0,4,0,0,0,12,29-05-2024 10:55
1146,Asarfi Blood Centre,1,0,1,0,2,0,0,0,4,29-05-2024 11:00
1147,"Asian Dwarkadas Jalan Super Speciality Hospital,DHANBAD",8,0,10,0,4,2,1,0,25,29-05-2024 11:19
1148,"Blood Bank, Sadar Hospital,Deoghar",0,0,7,3,2,1,1,0,14,29-05-2024 12:35
1149,"Blood Bank, Sadar Hospital, Giridih",0,0,0,1,0,0,0,0,1,25-05-2024 16:57
1150,"Blood Bank, Sadar Hospital, Giridih",0,0,0,1,0,0,0,0,1,25-05-2024 16:57
1151,Samford Hospital Pvt Ltd,0,0,1,0,0,0,0,0,1,27-05-2024 07:41
1152,Samford Hospital Pvt Ltd,0,0,1,0,0,0,0,0,1,27-05-2024 07:41
1153,Samford Hospital Pvt Ltd,0,0,1,0,0,0,0,0,1,27-05-2024 07:41
1154,Samford Hospital Pvt Ltd,0,0,1,0,0,0,0,0,1,27-05-2024 07:42
1155,Blood Bank Raj Hospital Ranchi,1,0,10,0,2,0,0,0,13,27-05-2024 08:06
1156,Lake View Hospital Blood Centre,0,0,0,0,0,0,0,0,0,27-05-2024 08:07
1157,"Blood Bank, Shanti Bhawan Medical Centre Simdega",0,0,2,0,1,0,0,0,3,27-05-2024 08:57
1158,"Nagarmal Modi Seva Sadan Hospital, Blood Bank",1,1,1,2,2,0,2,1,10,27-05-2024 09:31
1159,"Nagarmal Modi Seva Sadan Hospital, Blood Bank",2,0,1,1,0,1,0,1,6,27-05-2024 09:32
1160,"Nagarmal Modi Seva Sadan Hospital, Blood Bank",2,0,1,1,0,1,0,1,6,27-05-2024 09:33
1161,"Nagarmal Modi Seva Sadan Hospital, Blood Bank",2,0,1,1,0,1,0,1,6,27-05-2024 09:33
1162,"Nagarmal Modi Seva Sadan Hospital, Blood Bank",2,0,1,1,0,1,0,1,6,27-05-2024 09:33
1163,"Blood Bank, Sadar Hospital, Giridih",0,0,1,1,0,0,0,0,2,27-05-2024 16:02
1164,Lake View Hospital Blood Centre,0,0,5,0,1,0,0,0,6,28-05-2024 07:27
1165,Blood Bank Raj Hospital Ranchi,2,0,10,0,1,0,0,0,13,28-05-2024 08:21
1166,Lake View Hospital Blood Centre,0,0,4,0,1,0,0,0,5,29-05-2024 07:31
1167,SADAR HOSPITAL RANCHI,0,0,0,0,0,0,0,0,0,29-05-2024 08:55
1168,SADAR HOSPITAL RANCHI,0,0,0,0,0,0,0,0,0,29-05-2024 08:56
1169,"Blood Bank, Sadar Hospital, Ramgarh",3,0,16,0,3,1,1,0,24,29-05-2024 10:38
1170,"Blood Bank, Bhagwan Mahabir Medica Superspecialty Hospital,RANCHI",0,0,1,0,1,0,0,0,2,29-05-2024 10:53
1171,"Blood Bank, Bhagwan Mahabir Medica Superspecialty Hospital,RANCHI",0,0,1,0,1,0,0,0,2,29-05-2024 10:53
1172,"M/s Blood Centre HZB, Arogyam Multi Speciality Hospital",4,0,0,1,14,1,1,0,21,29-05-2024 10:53
1173,"Blood Bank, Sadar Hospital, Simdega",1,1,3,0,4,0,0,0,9,29-05-2024 14:44
1174,"Blood Bank, Sadar Hospital, Giridih",7,0,11,2,17,1,1,0,39,29-05-2024 17:47
1175,"Blood Bank, Sadar Hospital, Giridih",7,0,11,2,17,1,1,0,39,29-05-2024 17:47
1176,"Gurunanak Hospital & Research Centre Blood Bank Unit, RANCHI",11,0,70,0,38,0,4,0,123,30-05-2024 05:11
1177,"M/s Blood Bank, Bramhanand Narayan Multi Speciality Hospital",0,0,0,0,0,0,0,0,0,30-05-2024 06:05
1178,"Health Point Hospital, Blood Centre",1,0,7,1,6,0,0,0,15,30-05-2024 07:42
1179,"Blood Bank Maa Rampyari superspeciality Hospital,RANCHI",2,0,0,1,1,0,0,0,4,30-05-2024 07:53
1180,Samford Hospital Pvt Ltd,0,0,1,0,0,0,0,0,1,30-05-2024 08:02
1181,Paras Hospital HEC,1,0,2,0,3,0,0,0,6,30-05-2024 08:26
1182,Paras Hospital HEC,1,0,2,0,3,0,0,0,6,30-05-2024 08:26
1183,Paras Hospital HEC,1,0,2,0,3,0,0,0,6,30-05-2024 08:27
1184,"M/s Blood Centre HZB, Arogyam Multi Speciality Hospital",2,0,0,1,12,0,0,0,15,30-05-2024 09:08
1185,Rinchi Trust Hospital Blood Bank,20,0,32,0,30,0,9,0,91,30-05-2024 09:39
1186,"Asian Dwarkadas Jalan Super Speciality Hospital,DHANBAD",2,0,3,0,6,2,1,0,14,30-05-2024 10:00
1187,SINGHPUR NURSING HOME BLOOD CENTRE,0,0,4,0,1,0,0,0,5,30-05-2024 10:23
1188,"Blood Bank, C.C.L. RANCHI",5,0,4,0,6,0,0,0,15,30-05-2024 10:24
1189,Asarfi Blood Centre,0,0,1,0,3,0,0,0,4,30-05-2024 10:25
1190,"Blood Bank, Sadar Hospital, Ramgarh",5,0,11,1,4,0,1,0,22,30-05-2024 10:31
1191,Blood Bank Dhanbad,0,4,12,0,17,0,0,0,33,30-05-2024 10:58
1192,"Blood Bank, Rajendra Institute of Medical Sciences,RANCHI",0,0,0,0,0,0,0,0,0,30-05-2024 11:06
1193,"Gurunanak Hospital & Research Centre Blood Bank Unit, RANCHI",10,0,78,0,31,0,6,0,125,28-05-2024 00:12
1194,"Blood Bank, Sadar Hospital, Giridih",0,0,1,0,0,0,0,0,1,28-05-2024 17:26
1195,"Blood Bank, Sadar Hospital, Giridih",0,0,1,0,0,0,0,0,1,28-05-2024 17:27
1196,"Nagarmal Modi Seva Sadan Hospital, Blood Bank",2,0,1,0,4,1,1,1,10,30-05-2024 11:31
1197,"Nagarmal Modi Seva Sadan Hospital, Blood Bank",2,0,1,0,4,1,1,1,10,30-05-2024 11:32
1198,"Blood Bank, Bhagwan Mahabir Medica Superspecialty Hospital,RANCHI",0,0,1,0,1,0,0,0,2,30-05-2024 11:56
1199,"Blood Bank, Bhagwan Mahabir Medica Superspecialty Hospital,RANCHI",0,0,1,0,1,0,0,0,2,30-05-2024 11:56
1200,"Blood Bank, Sadar Hospital, Dumka",0,4,56,4,73,5,16,0,158,30-05-2024 12:44
1201,SADAR HOSPITAL RANCHI,0,0,0,0,0,0,0,0,0,31-05-2024 00:18
1202,SADAR HOSPITAL RANCHI,0,0,0,0,0,0,0,0,0,31-05-2024 00:18
1203,Blood Bank Raj Hospital Ranchi,0,0,15,0,0,0,0,0,15,31-05-2024 08:14
1204,Paras Hospital HEC,2,0,2,0,3,0,0,0,7,31-05-2024 08:51
1205,"Blood Bank, Medanta Hospital, RANCHI",3,0,4,0,6,0,1,0,14,31-05-2024 08:55
1206,Paras Hospital HEC,2,0,2,0,4,0,0,0,8,31-05-2024 09:00
1207,Paras Hospital HEC,2,0,2,0,4,0,0,0,8,31-05-2024 09:01
1208,"Blood Bank, C.C.L. RANCHI",5,0,5,0,6,0,0,0,16,31-05-2024 10:05
1209,"Blood Bank, Bhagwan Mahabir Medica Superspecialty Hospital,RANCHI",0,0,1,0,1,0,0,0,2,31-05-2024 10:29
1210,Samford Hospital Pvt Ltd,0,0,1,0,0,0,0,0,1,29-05-2024 08:12
1211,"Blood Bank, Sadar Hospital, Palamu",32,0,61,0,48,0,38,1,180,29-05-2024 09:47
1212,"Blood Bank, Medanta Hospital, RANCHI",3,0,4,0,5,0,1,0,13,29-05-2024 09:48
1213,"Blood Bank, Sadar Hospital, Jamtara",0,0,0,0,0,0,1,1,2,29-05-2024 11:10
1214,"Blood Bank, Rajendra Institute of Medical Sciences,RANCHI",0,0,0,0,0,0,0,0,0,29-05-2024 12:27
1215,"Blood Bank, Sadar Hospital, Giridih",7,0,11,2,17,1,1,0,39,29-05-2024 17:55
1216,SINGHPUR NURSING HOME BLOOD CENTRE,0,0,5,0,3,0,1,0,9,29-05-2024 19:04
1217,SADAR HOSPITAL RANCHI,0,0,0,0,0,0,0,0,0,30-05-2024 07:10
1218,SADAR HOSPITAL RANCHI,0,0,0,0,0,0,0,0,0,30-05-2024 07:11
1219,Lake View Hospital Blood Centre,0,0,3,0,0,0,0,0,3,30-05-2024 07:47
1220,"Blood Bank, Shanti Bhawan Medical Centre Simdega",0,0,2,0,1,0,0,0,3,30-05-2024 07:56
1221,"Blood Bank, Shanti Bhawan Medical Centre Simdega",0,0,2,0,1,0,0,0,3,30-05-2024 09:22
1222,"M/S Vikash Sheel Seva Sansthan, Godda Hospital Pvt. Ltd",4,0,6,0,4,0,1,0,15,30-05-2024 09:23
1223,"Health Point Hospital, Blood Centre",1,0,6,1,12,0,0,0,20,31-05-2024 08:32
1224,"Health Point Hospital, Blood Centre",1,0,6,1,12,0,0,0,20,31-05-2024 08:37
1225,"Blood Bank, K.M.Memorial Hospital Research Centre, BOKARO",5,0,12,1,17,0,1,0,36,31-05-2024 09:23
1226,Lake View Hospital Blood Centre,0,0,3,0,0,0,0,0,3,31-05-2024 09:26
1227,Blood Bank Dhanbad,3,4,7,0,17,0,0,0,31,31-05-2024 09:36
1228,"Blood Bank, Sadar Hospital, Palamu",33,0,66,0,39,1,36,1,176,31-05-2024 09:45
1229,"Blood Bank, Sadar Hospital, Palamu",33,0,66,0,39,1,36,1,176,31-05-2024 09:45
1230,"Nagarmal Modi Seva Sadan Hospital, Blood Bank",2,0,1,0,4,1,1,1,10,31-05-2024 09:47
1231,"Nagarmal Modi Seva Sadan Hospital, Blood Bank",2,0,1,0,4,1,1,1,10,31-05-2024 09:47
1232,"Nagarmal Modi Seva Sadan Hospital, Blood Bank",2,0,1,0,4,1,1,1,10,31-05-2024 09:47
1233,"Nagarmal Modi Seva Sadan Hospital, Blood Bank",3,0,3,0,1,1,1,1,10,31-05-2024 09:48
1234,"Nagarmal Modi Seva Sadan Hospital, Blood Bank",3,0,3,0,1,1,1,1,10,31-05-2024 09:48
1235,"Blood Bank, Sadar Hospital, Giridih",0,0,1,0,0,0,0,0,1,29-05-2024 09:19
1236,"Blood Bank, Sadar Hospital, Giridih",0,0,1,0,0,0,0,0,1,29-05-2024 09:19
1237,JAMSHEDPUR BLOOD BANK,0,0,0,0,0,0,0,0,0,29-05-2024 11:26
1238,"Blood Bank, Sadar Hospital, Dumka",0,5,55,4,77,5,18,0,164,29-05-2024 12:51
1239,"Blood Bank, Sadar Hospital, Dumka",0,5,55,4,77,5,18,0,164,29-05-2024 12:52
1240,SADAR HOSPITAL GODDA,9,1,8,0,18,2,5,1,44,29-05-2024 16:12
1241,"M/S Vikash Sheel Seva Sansthan, Godda Hospital Pvt. Ltd",4,0,6,0,4,0,1,0,15,30-05-2024 09:24
1242,"Nagarmal Modi Seva Sadan Hospital, Blood Bank",5,0,8,1,5,1,0,1,21,30-05-2024 09:33
1243,"Blood Bank, Medanta Hospital, RANCHI",3,0,4,0,8,0,1,0,16,30-05-2024 10:05
1244,Asarfi Blood Centre,0,0,2,0,3,0,0,0,5,30-05-2024 10:32
1245,"Blood Bank, Sadar Hospital,Deoghar",0,0,5,3,3,0,2,0,13,30-05-2024 11:14
1246,"Blood Bank, Shanti Bhawan Medical Centre Simdega",4,0,6,0,3,0,0,0,13,31-05-2024 09:08
1247,"Blood Bank, Sadar Hospital, Giridih",2,0,4,2,13,1,5,0,27,31-05-2024 10:01
1248,"Blood Bank, Sadar Hospital, Giridih",2,0,4,2,13,1,5,0,27,31-05-2024 10:01
1249,Bokaro General Hospital,24,0,20,2,19,3,9,0,77,31-05-2024 12:44
1250,SINGHPUR NURSING HOME BLOOD CENTRE,0,0,4,0,1,0,0,0,5,31-05-2024 15:06
1251,Blood Bank Raj Hospital Ranchi,0,0,21,0,0,0,0,0,21,30-05-2024 08:31
1252,"Blood Bank, Sadar Hospital, Palamu",29,0,68,0,45,0,38,1,181,30-05-2024 09:31
1253,"Blood Bank, Sadar Hospital, Palamu",29,0,68,0,45,0,38,1,181,30-05-2024 09:31
1254,Samford Hospital Pvt Ltd,0,0,1,0,0,0,0,0,1,31-05-2024 08:08
1255,Samford Hospital Pvt Ltd,0,0,1,0,0,0,0,0,1,31-05-2024 08:08
1256,Samford Hospital Pvt Ltd,0,0,1,0,0,0,0,0,1,31-05-2024 08:08
1257,Samford Hospital Pvt Ltd,0,0,1,0,0,0,0,0,1,31-05-2024 08:08
1258,JAMSHEDPUR BLOOD BANK,0,0,0,0,0,0,0,0,0,31-05-2024 16:53
1259,"Sub-divisional Hospital Blood Bank, Latehar",0,0,0,0,1,1,0,1,3,30-05-2024 12:14
1260,"Blood Bank, Sadar Hospital, Jamtara",0,0,0,0,0,0,1,1,2,31-05-2024 10:43
1261,"M/s Blood Bank, Bramhanand Narayan Multi Speciality Hospital",0,0,0,0,0,0,0,0,0,31-05-2024 06:00
1262,"Gurunanak Hospital & Research Centre Blood Bank Unit, RANCHI",9,0,67,0,42,0,2,0,120,31-05-2024 06:38
